,Daftar,Poem,Beyt,Mesra1,Mesra2
12058,4,148,17,پاسخش این بود: می نگذاردم,"تا برون آیم هنوز، ای محترم 
"
12059,4,148,18,گفت: آخر مسجد اندر كس نماند,"كیت وا میدارد؟ آنجا كت نشاند؟
"
12060,4,148,19,گفت: آنكه بسته استت از برون,"بسته است او هم مرا از اندرون 
"
12061,4,148,20,آنكه نگذارد تو را كائی درون,"می نبگذارد مرا كایم برون 
"
12062,4,148,21,آنكه نگذارد كز این سو پا نهی,"او بدین سو بست پای این رهی 
"
12063,4,148,22,ماهیان را بحر نگذارد برون,"خاكیان را بحر نگذارد درون 
"
12064,4,148,23,اصل ماهی زآب و، حیوان از گِل است,"حیله و تدبیر اینجا باطل است 
"
12065,4,148,24,قفل زفت است و گشاینده خدا,"دست در تسلیم زن، و اندر رضا
"
12066,4,148,25,ذره ذره گر شود مفتاحها,"این گشایش نیست جز از كبریا
"
12067,4,148,26,چون فراموشت شود تدبیر خویش,"یابی آن بخت جوان از پیر ِ خویش 
"
12068,4,148,27,چون فراموش خودی، یادت كنند,"بنده گشتی، آنگه آزادت كنند
"
12069,4,148,28,* گر تو خواهی حرّی و دل زندگی,"بندگی کن، بندگی کن، بندگی
"
12070,4,148,29,* از خودی بگذر که تا یابی خدا,"فانی حق شو که تا یابی بقا
"
12071,4,148,30,* گر تو را باید وصال راستین,"محو شو، والله اعلم بالیقین
"
12072,4,149,1,انبیا گفتند با خاطر: كه چند,"میدهیم این را و آن را وعظ و پند
"
12073,4,149,2,چند كوبیم آهن سردی ز غی؟,"در دمیدن در قفس هین تا به كی؟ 
"
12074,4,149,3,دُمّ خر پیمودن آخر تا به چند؟,"چون نیفزاید جوی؟ جز ریشخند
"
12075,4,149,4,جنبش خلق از قضا و وعده است,"تیزی دندان ز سوز معده است 
"
12076,4,149,5,نفس ِ اول راند بر نفس ِ دوم,"ماهی از سر گنده گردد، نی ز دُم 
"
12077,4,149,6,لیك هم میدان و، خر میران چو تیر,"چونكه بَلِّغْ گفت حق، شد ناگزیر
"
12078,4,149,7,* تو نمی دانی که آخر كیستی,"جهد كن چندانكه دانی چیستی 
"
12079,4,149,8,* چون نهی بر پشت كشتی بار را,"بر توكل میكنی آن كار را
"
12080,4,149,9,تو نمی دانی كه از هر دو  كه ای,"غرقه ای اندر سفر یا ناجه ای 
"
12081,4,149,10,گر بگوئی: تا ندانم من كیم,"بر نخواهم تاخت بر كشتی و یم 
"
12082,4,149,11,من در این ره ناجی ام یا غرقه ام؟,"كشف گردان كز كدامین فرقه ام 
"
12083,4,149,12,من نخواهم رفت این ره با گمان,"بر امید خشك، همچون دیگران 
"
12084,4,149,13,هیچ بازرگانئی ناید ز تو,"زانكه در غیب است سر این دو رو
"
12085,4,149,14,تاجر ترسنده طبع شیشه جان,"در طلب نی سود دارد نی زیان 
"
12086,4,149,15,بل زیان دارد كه محروم است و خوار,"نور او یابد، كه باشد شعله خوار
"
12087,4,149,16,چونكه بر بوك است جمله كارها,"كار دین اولی، كز این یابی رها
"
12088,4,149,17,نیست دستوری در اینجا فتح باب,"جز امید، الله أعلم بالصواب 
"
12089,4,150,1,داعی هر پیشه اومید است و بوك,"گر چه گردنشان ز كوشش شد چو دوك 
"
12090,4,150,2,بامدادان چون سوی دكان رود,"بر امید و بوك روزی میدود
"
12091,4,150,3,بو كه روزی نبودت، چون میروی؟,"خوف حرمان هست، تو چونی قوی ؟
"
12092,4,150,4,خوف حرمان ازل، در كسب لوت,"چون نكردت سست اندر جستجوت؟ 
"
12093,4,150,5,گوئی: ار چه خوفِ حرمان هست پیش,"هست اندر كاهلی این خوف بیش 
"
12094,4,150,6,هست در كوشش امیدم بیشتر,"دارم اندر كاهلی افزون خطر
"
12095,4,150,7,پس چرا در كار دین، ای بد گمان,"دامنت می گیرد این خوف زیان ؟
"
12096,4,150,8,یا ندیدی كه اهل این بازار ما ؟,"در چه سودند انبیا و اولیا ؟
"
12097,4,150,9,زین دكان رفتن چه كانشان رو نمود؟,"اندر این بازار، چه بستند سود؟
"
12098,4,150,10,آتش آن را رام چون خلخال شد,"بحر آن را رام چون حمال شد
"
12099,4,150,11,* از دم آن، مرده ای زنده شده,"ابر آنرا سایه بانی آمده
"
12100,4,150,12,آهن آن را نرم همچون موم شد,"باد آن را بنده و محكوم شد
"
12101,4,150,13,* شد ورا در دفع دشمن، چوب، مار,"عنکبوتی شد مر این را پرده دار
"
12102,4,151,1,قوم دیگر سخت پنهان میروند,"شهرۀ خلقان ظاهر كی شوند ؟
"
12103,4,151,2,این همه دارند و، چشم هیچ كس,"بر نیفتد بر كیاشان یك نفس 
"
12104,4,151,3,هم كرامتشان، هم ایشان در حرم,"نامشان را نشنوند ابدال هم 
"
12105,4,151,4,یا نمیدانی كرمهای خدا ؟,"كاو تو را میخواند این سو، كه بیا
"
12106,4,151,5,شش جهت عالم، همه اكرام اوست,"هر طرف كه بنگری اعلام اوست 
"
12107,4,151,6,گر كریمی گویدت: آتش درآ,"اندرآ زود و، مگو: سوزد مرا
"
12108,4,151,7,* کاو ز آتش نرگس و نسرین کند,وز میانش غنچه ها سر بر زند
12109,4,151,8,در حقیقت آتش از هیبت چو ماست,"گازر دستار خوان انبیاست
"
12110,4,152,1,از انس، فرزند مالك آمدست,"كه به مهمانی او شخصی شدست 
"
12111,4,152,2,او حكایت كرد، كز بعد طعام,"دید انس دستار ِ خوان را زردفام 
"
12112,4,152,3,چركن و آلوده، گفت: ای خادمه,"اندر افكن در تنورش یك دمه 
"
12113,4,152,4,در تنور پُر ز آتش در فكند,"آن زمان، دستار ِ خوان را، هوشمند
"
12114,4,152,5,جمله مهمانان در آن حیران شدند,"انتظار دود كندوری بُدند
"
12115,4,152,6,بعد یك ساعت بر آورد از تنور,"پاك و اسپید و از آن اوساخ دور
"
12116,4,152,7,قوم گفتند: ای صحابی عزیز,"چون نسوزید و منقی گشت نیز
"
12117,4,152,8,گفت: زآنكه مصطفی دست و دهان,"بس بمالید اندر این دستار ِ خوان 
"
12118,4,152,9,ای دل ترسنده از نار و عذاب,"با چنان دست و لبی كن اقتراب 
"
12119,4,152,10,چون جمادی را چنین تشریف داد,"جان عاشق را چه ها خواهد گشاد ؟
"
12120,4,152,11,مر كلوخ كعبه را چون قبله كرد,"خاك مردان باش، ای جان در نبرد
"
12121,4,152,12,بعد از آن گفتند با آن خادمه,"تو نگویی حال خود با این همه 
"
12122,4,152,13,چون فکندی زود آن از گفت وی؟,"گیرم او برده ست در اسرار پی 
"
12123,4,152,14,این چنین دستار ِ خوان ِ قیمتی,"چون فکندی اندر آتش، ای ستی ؟
"
12124,4,152,15,گفت: دارم بر كریمان اعتمید,"از عباد الله دارم بس امید
"
12125,4,152,16,میزری چه بود ؟  اگر او گویدم,"در رو اندر عین آتش بی ندم 
"
12126,4,152,17,اندر افتم از كمال اعتقید,"نیستم ز اكرام ایشان ناامید 
"
12127,4,152,18,سر در اندازم، نه این دستار ِ خوان,"ز اعتماد هر كریم راز دان 
"
12128,4,152,19,ای برادر، خود بر این اكسیر زن,"كم نباید صدق مرد از صدق ِ زن 
"
12129,4,152,20,آن دل مردی كه از زن كم بود,"آن دلی باشد كه كم ز اشكم بود
"
12130,4,153,1,اندر آن وادی گروهی از عرب,"خشك شد از قحط بارانش قرب 
"
12131,4,153,2,در میان آن بیابان مانده ای,"كاروانی، مرگ خود بر خوانده ای 
"
12132,4,153,3,ناگهانی آن مغیث هر دو كون,"مصطفی پیدا شد از ره، بهر عون 
"
12133,4,153,4,دید آنجا كاروانی بس بزرگ,"بر تف ریگ و ره صعب و سترگ 
"
12134,4,153,5,اشترانشان را زبان آویخته,"خلق اندر ریگ هر سو ریخته 
"
12135,4,153,6,رحمش آمد، گفت: هین زوتر دوید,"چند یاری سوی آن كثبان روید
"
12136,4,153,7,كه سیاهی بر شتر مَشك آورد,"سوی میر خود به زودی میبرد
"
12137,4,153,8,آن شتربان سیه را با شتر,"سوی من آرید با فرمان مر
"
12138,4,153,9,سوی كثبان آمدند آن طالبان,"بعد یك ساعت بدیدند آنچنان 
"
12139,4,153,10,بنده ای می شد سیه با یک شتر,"راویه از آب صافی کرده پُر 
"
12140,4,153,11,پس بدو گفتند: می خواند تو را,"این طرف فخر البشر خیر الوری 
"
12141,4,153,12,گفت: من نشناسم او را، كیست او؟,"گفت: او آن ماه روی قند خو
"
12142,4,153,13,* سید و سرور محمد نور جان,"مهتر و بهتر شفیع مجرمان
"
12143,4,153,14,نوعها تعریف كردندش كه هست,"گفت: مانا او مگر آن ساحر است ؟
"
12144,4,153,15,كه گروهی را زبون كرد او به سحر,"من نیایم جانب او نیم شبر
"
12145,4,153,16,كشكشانش آوریدند آن طرف,"او فغان برداشت در تشنیع و تف 
"
12146,4,153,17,چون كشیدندش به پیش آن عزیز,"گفت: نوشید آب و بردارید نیز
"
12147,4,153,18,جمله را زآن مشك او سیراب كرد,"اشتران و هر كسی ز آن آب  َخورد
"
12148,4,153,19,راویه پر كرد و مَشك از مَشك او,"ابر گردون خیره ماند از رشك او
"
12149,4,153,20,این كسی دیدست كز یك راویه,"سرد گردد سوز چندان هاویه 
"
12150,4,153,21,این كسی دیدست كز یك مَشك آب,"گشت چندین مَشك پُر، بی اضطراب 
"
12151,4,153,22,مَشك، خود رو پوش بود و موج ِ فضل,"میرسید از امر او از بحر اصل 
"
12152,4,153,23,آب از جوشش همی گردد هوا,"و آن هوا گردد ز سردی آبها
"
12153,4,153,24,بلكه بی اسباب و بیرون زین حكم,"آب رویانید تكوین از عدم 
"
12154,4,153,25,تو ز طفلی چون سببها دیده ای,"در سبب از جهل بر چفسیده ای 
"
12155,4,153,26,با سببها، از مسبب غافلی,"سوی این رو پوشها، زآن مایلی 
"
12156,4,153,27,چون سببها رفت بر سر میزنی,"ربنا و ربناها میكنی 
"
12157,4,153,28,رب همی گوید برو سوی سبب,"چون ز صنعم یاد كردی؟ ای عجب ! 
"
12158,4,153,29,گویدش: زین پس تو را بینم همه,"ننگرم سوی سبب وآن دمدمه 
"
12159,4,153,30,گویدش: رُدُّوا لَعادُوا كار توست,"ای تو اندر توبه و میثاق سست 
"
12160,4,153,31,لیك من آن ننگرم، رحمت كنم,"رحمتم پُر است، بر رحمت تنم 
"
12161,4,153,32,ننگرم عهد بَدَت، بدهم عطا,"از كرم این دم، چو میخوانی مرا
"
12162,4,153,33,از من آید جمله احسان و وفا,"وز تو بَد عهدی و تقصیر و خطا
"
12163,4,153,34,* حاصل آنکه در سبب پیچیده ای,"لیک معذوری، همین را دیده ای
"
12164,4,153,35,قافله حیران شد اندر كار او,"یا محمد چیست این؟ ای بحر خو
"
12165,4,153,36,كرده ای رو پوش مَشك خُرد را,"غرقه كردی هم عرب هم  ُكرد را
"
12166,4,154,1,ای غلام، اكنون تو پُر بین مشك خَود,"تا نگویی در شكایت نیك و بَد
"
12167,4,154,2,آن سیه حیران شد از برهان او,"میدمید از لامكان ایمان او
"
12168,4,154,3,چشمه ای دید از هوا ریزان شده,"مشك او رو پوش ِ فیض آن شده 
"
12169,4,154,4,زآن نظر رو پوشها هم بر درید,"تا معین چشمۀ غیبی بدید
"
12170,4,154,5,چشمها پر آب كرد آن دم غلام,"شد فراموشش ز خواجه و ز مقام 
"
